id_meals,meals_names,calories,proteins,fats,carbohydrates
362,"Салями, сухая или твердая, свинина",407.0,22.58,33.72,1.6
363,"Салями, сухая или твердая, свинина, говядина",378.0,21.07,31.65,0.72
364,"Сарделька (сосиска), говядина",315.0,11.69,28.1,2.97
365,"Сарделька (сосиска), говядина и свинина",305.0,11.53,27.64,1.72
366,"Сарделька (сосиска), говядина, свинина, индейка, обезжиринная, 1.6% жира",109.0,12.5,1.59,11.21
367,"Сарделька (сосиска), говяжья, разогретая",322.0,11.69,29.36,2.66
368,"Сарделька (сосиска), индейка",223.0,12.23,17.29,3.81
369,"Сарделька (сосиска), куриная",223.0,15.51,16.19,2.74
370,"Сарделька (сосиска), мясная",290.0,10.26,25.76,4.17
371,"Сарделька (сосиска), мясная и домашняя птица, маложирная, 2.8% жира",121.0,15.5,2.8,8.3
372,"Сарделька (сосиска), мясная, маложирная, 10% жира",140.0,12.0,9.5,1.6
373,"Сарделька (сосиска), мясная, разогретая",278.0,9.77,24.31,4.9
374,"Сарделька (сосиска), с низким содерж. Натрия",312.0,12.0,28.51,1.8
375,Сардельки 1 сорта,202.0,10.3,17.2,1.5
376,Сардельки говяжьи,215.0,11.4,18.2,1.3
377,"Сардельки говяжьи отварные, по 1-394",215.0,11.4,18.2,1.2
378,Сардельки свиные,322.0,10.1,31.6,1.8
379,"Свинина, Паштет, из ветчины",216.0,8.68,15.53,10.64
380,"Свинина, Паштет, ливерный",304.0,15.2,25.6,2.1
381,"Свинина, Паштет, с сыром и беконом",245.0,16.18,18.53,2.28
382,Сервелат,461.0,24.0,40.5,0.2
383,Сосиски говяжьи,226.0,10.4,20.1,0.8
384,"Сосиски говяжьи отварные, по 1-394",225.0,10.4,20.0,0.8
385,Сосиски столичные,234.0,12.2,20.3,0.5
386,"Сосиски, венские, консервированные, из курицы, говядины, и свинины",230.0,10.5,19.4,2.6
387,"Сосиски, молочные",261.0,11.0,23.9,0.4
388,"Сосиски, русские",250.0,11.3,22.0,1.7
389,"Сосиски, свиные",324.0,11.8,30.8,0.0
390,"Спред для сэндвичей, паштет, из свинины и говядины",235.0,7.66,17.34,11.74
391,"Спред-салат, для сэндвичей, домашняя птица",200.0,11.64,13.52,7.41
392,"Чоризо (чорисо), из свинины и говядины",296.0,13.63,25.1,3.78
393,"CONTINENTAL MILLS, KRUSTEAZ Миндальная смесь с маком, с исскуственными ароматизаторами, сухая",418.0,5.6,10.3,73.9
394,"Английские маффины, из цельной пшеницы",203.0,8.8,2.1,33.7
395,"Английские маффины, обычные, необогащенные, без пропионата кальция (E282 - вызывает рак), (включая, на хлебной закваске)",235.0,7.7,1.8,43.3
396,"Английские маффины, обычные, необогащенные, с пропионатом кальция (E282 - вызывает рак), (включая, на хлебной закваске)",235.0,7.7,1.8,43.3
397,"Английские маффины, обычные, обогащенные, без пропионата кальция (E282 - вызывает рак), (включая, на хлебной закваске)",235.0,7.7,1.8,43.3
398,"Английские маффины, обычные, приготовленные в тостере, обогащенные, с пропионатом кальция (E282 - вызывает рак), (включая, на хлебной закваске)",270.0,10.32,2.02,49.85
399,"Английские маффины, пшеничные",223.0,8.7,2.0,40.2
400,Баранки простые,311.0,10.4,1.3,64.2
401,Баранки сдобные,348.0,8.3,8.0,60.4
402,Батон нарезной из муки 1 сорта (хлеб),259.0,7.7,3.0,50.1
403,Батон нарезной из муки в/с (хлеб),262.0,7.5,2.9,51.4
404,Батон простой из муки 1 сорта (хлеб),238.0,8.0,1.0,49.1
405,Белковый хлеб (с клейковиной),245.0,12.1,2.2,40.8
406,Белый хлеб низкокалорийный,207.0,8.7,2.5,34.6
407,"Бисквитный пирог, готовый",258.0,5.9,0.8,56.3
408,"Бисквитный пирог, приготовленный из сухой смеси",257.0,6.1,0.3,58.5
409,"Бисквиты из смеси злаков, замороженное тесто",263.0,6.1,5.6,47.4
410,"Бисквиты, простые или с обезжиренными сливками (пахтой),  приготовленный из сухой смеси",335.0,7.3,12.1,46.6
411,"Бисквиты, простые или с обезжиренными сливками (пахтой), готовые",338.0,6.2,11.03,52.57
412,"Бисквиты, простые или с обезжиренными сливками (пахтой), замороженное тесто, жирные",307.0,6.66,10.58,45.62
413,"Бисквиты, простые или с обезжиренными сливками (пахтой), замороженное тесто, жирные, испеченные",324.0,6.79,11.22,46.25
414,"Бисквиты, простые или с обезжиренными сливками (пахтой), замороженное тесто, маложирные",270.0,6.7,7.83,41.7
415,"Бисквиты, простые или с обезжиренными сливками (пахтой), замороженное тесто, маложирные, испеченный",319.0,7.8,9.1,49.3
416,"Бисквиты, простые или с обезжиренными сливками (пахтой), приготовленные по рецепту",353.0,7.0,16.3,43.1
417,"Бисквиты, простые или с обезжиренными сливками (пахтой), сухая смесь",428.0,8.0,15.4,61.3
418,"Блины, обычные, замороженные, готовые к выпечке (включая блины из пахты)",233.0,5.23,6.83,36.75
419,"Блины, обычные, замороженные, готовые к выпечке, разогретые в микроволновке (включая блины из пахты)",239.0,5.88,4.73,40.83
420,"Блины, по 2-174",189.0,5.1,3.1,32.6
421,"Бостонский пирог, готовый",252.0,2.4,8.5,41.5
422,Бублики простые,276.0,9.1,1.1,57.1
423,"Бублики, обычные, необогащенные, не содержат пропионат кальция (с луком, маком, кунжутом)",275.0,10.5,1.6,51.1
424,"Бублики, обычные, необогащенные, содержат пропионат кальция (с луком, маком, кунжутом)",275.0,10.5,1.6,51.1
425,"Бублики, обычные,обогащенные, не содержат пропионат кальция (с луком, маком, кунжутом)",275.0,10.5,1.6,51.1
426,"Бублики, украинские с маком",316.0,8.1,6.2,56.0
427,Булка с молочной сывороткой,260.0,7.8,3.0,49.2
428,Булка черкизовская,286.0,7.9,5.5,50.1
429,Булка ярославская,294.0,7.6,5.3,53.7
430,Булки городские,265.0,7.7,2.4,52.9
431,Булочка калорийная,337.0,7.6,10.0,53.8
432,Булочки молочные,257.0,8.8,2.2,50.3
433,Булочки сдобные,339.0,7.9,9.4,55.5
434,Булочки столичная с молочной сывороткой,269.0,8.4,2.2,53.7
435,Булочки столичные,269.0,8.4,2.2,53.7
436,"Вареники, по 2-174",172.0,12.0,6.4,16.2
437,"Ватрушка, по 2-194",256.0,11.9,6.4,37.5
438,Ватрушки картофельные по 1-246,165.0,6.2,7.6,17.7
439,"Вафли, на пахте, замороженные, готовые к выпечке",273.0,6.58,9.22,38.85
440,"Вафли, на пахте, замороженные, готовые к выпечке, поджаренные в тостере",309.0,7.42,9.49,45.79
441,"Вафли, на пахте, замороженные, готовые к выпечке, разогретые в микроволновке",289.0,6.92,9.4,41.76
442,"Вафли, обычные, замороженные, готовые к выпечке",285.0,6.47,9.7,40.78
443,"Вафли, обычные, замороженные, готовые к употреблению, разогретые в микроволновке",298.0,6.71,9.91,43.01
444,"Вафли, обычные, приготовленные по рецепту",291.0,7.9,14.1,32.9
445,"Вафли, с шоколадной крошкой, замороженные, готовые к выпечке",297.0,5.8,10.1,44.18
446,"Галушки, по 1-126",106.0,3.9,1.0,20.3
447,"Гренки, обычные",407.0,11.9,6.6,68.4
448,"Гренки, приправленные специями",465.0,10.8,18.3,58.5
449,"Жареный хлеб, приготовленный на сале (Апачи)",309.0,8.38,10.14,44.31
450,"Ирландский содовый хлеб, приготовленный по рецепту",290.0,6.6,5.0,53.4
